=== EasyOCR 인식 결과 - 2025-04-04 15:06:39 ===



=== 이미지: IMG_OCR_6_F_0000311.png ===
ID 1: JSON=하동규, EasyOCR=하 동
ID 16: JSON=4, EasyOCR=
ID 17: JSON=2, EasyOCR=2
ID 18: JSON=심하린, EasyOCR=심하린


=== 이미지: IMG_OCR_6_F_0029411.png ===
ID 1: JSON=변윤아, EasyOCR=년문아
ID 2: JSON=212376-3211834, EasyOCR=거)376-321/824
ID 3: JSON=385-7468-6097, EasyOCR=38114f8-6097
ID 4: JSON=광주광역시, EasyOCR=광주 광역시
ID 5: JSON=서원구, EasyOCR=서원;
ID 6: JSON=오성면, EasyOCR=9 섭 면
ID 7: JSON=345, EasyOCR=2
ID 8: JSON=양류한마디병원, EasyOCR=양류하마 다 병원
ID 9: JSON=0901.1.7, EasyOCR=0901 ( /
ID 10: JSON=요통, EasyOCR=요통
ID 11: JSON=7708.1.19, EasyOCR=7768 | (9
ID 12: JSON=659, EasyOCR=bf9
ID 13: JSON=8047.7.12, EasyOCR=0049i7 [)
ID 14: JSON=0017.1.10, EasyOCR=00 [7. [i [0
ID 15: JSON=4446, EasyOCR=444
ID 16: JSON=1, EasyOCR=
ID 17: JSON=13, EasyOCR=12
ID 18: JSON=나다니엘, EasyOCR=나다 니 월


=== 이미지: IMG_OCR_6_F_0030411.png ===
ID 1: JSON=수희성, EasyOCR=수화성
ID 2: JSON=109856-2538252, EasyOCR=(09856-2f3}3f
ID 3: JSON=932-7381-6006, EasyOCR=932-73816606
ID 4: JSON=서울특별시, EasyOCR=서울특벌시
ID 5: JSON=강진군, EasyOCR=강진군
ID 6: JSON=환서리, EasyOCR=환서리
ID 7: JSON=474, EasyOCR=
ID 8: JSON=Sk병원, EasyOCR=s(병원
ID 9: JSON=3304.9.31, EasyOCR=3304.93(
ID 10: JSON=명치통증, EasyOCR=명치 통증
ID 11: JSON=0223.4.15, EasyOCR=0223.4(f
ID 12: JSON=091, EasyOCR=09
ID 13: JSON=8219.9.20, EasyOCR=Fy1 9.9.20
ID 14: JSON=3386.10.28, EasyOCR=33P6  ( 0불
ID 15: JSON=2084, EasyOCR=104
ID 16: JSON=4, EasyOCR=
ID 17: JSON=20, EasyOCR=
ID 18: JSON=모다온, EasyOCR=모다온


=== 이미지: IMG_OCR_6_F_0030511.png ===
ID 1: JSON=구영호, EasyOCR=구병{
ID 2: JSON=034805-0153867, EasyOCR=034005-0153067
ID 3: JSON=891-1630-4616, EasyOCR=691 - 1630 - 4616
ID 4: JSON=충청남도, EasyOCR=중청남도
ID 5: JSON=태안군, EasyOCR=대책
ID 6: JSON=나사리, EasyOCR=나사 리l
ID 7: JSON=980, EasyOCR=960
ID 8: JSON=제바국로병원, EasyOCR=제비국고 영원
ID 9: JSON=2012.8.12, EasyOCR=2012 . 6. 12
ID 10: JSON=쿠프스병, EasyOCR=구프 스 병
ID 11: JSON=9958.2.12, EasyOCR=9956. 2 . 12
ID 12: JSON=675, EasyOCR=b75
ID 13: JSON=2402.8.19, EasyOCR=2402 . 6, 19
ID 14: JSON=4007.10.3, EasyOCR=4667 10 .3
ID 15: JSON=3702, EasyOCR=370 )
ID 16: JSON=8, EasyOCR=8
ID 17: JSON=28, EasyOCR=28
ID 18: JSON=라선영, EasyOCR=라선연


=== 이미지: IMG_OCR_6_F_0030711.png ===
ID 1: JSON=교서우, EasyOCR=교서후
ID 2: JSON=322347-4561560, EasyOCR=322 34)-456 ( 560
ID 3: JSON=271-9804-1917, EasyOCR=2) 1-9864-1917
ID 4: JSON=충청북도, EasyOCR=충청 북도
ID 5: JSON=여수시, EasyOCR=여수시
ID 6: JSON=구음리, EasyOCR=구 음리
ID 7: JSON=183, EasyOCR=1 83
ID 8: JSON=의료법인대가야병원, EasyOCR=의료 법인 대가야 병원
ID 9: JSON=3733.11.14, EasyOCR=32 33. /1 . 14
ID 10: JSON=외반구족, EasyOCR=외반구족
ID 11: JSON=3788.5.31, EasyOCR=3788 5.31
ID 12: JSON=661, EasyOCR=66
ID 13: JSON=8178.4.25, EasyOCR=8 1 28.4. 춤
ID 14: JSON=7964.3.10, EasyOCR=2 964 3.10
ID 15: JSON=6363, EasyOCR=6 363
ID 16: JSON=4, EasyOCR=
ID 17: JSON=30, EasyOCR=30
ID 18: JSON=서현성, EasyOCR=서현성


=== 이미지: IMG_OCR_6_F_0031714.png ===
ID 1: JSON=1752915738402, EasyOCR=17529 | 52 38402
ID 2: JSON=펫보험, EasyOCR=팬보 텅
ID 3: JSON=옹동준, EasyOCR=용 동 준
ID 4: JSON=4831.7.15, EasyOCR=4831 2.15
ID 5: JSON=시민, EasyOCR=시민
ID 6: JSON=825066-09-432159, EasyOCR=8250 6 6-04-4321 59
ID 7: JSON=080-7880-1341, EasyOCR=080-7880-13 41
ID 8: JSON=손자, EasyOCR=손자
ID 9: JSON=자영숙, EasyOCR=자영숙
ID 10: JSON=751-3211-7114, EasyOCR=751 3211 -)1 | 4
ID 11: JSON=5406, EasyOCR=5406
ID 12: JSON=1, EasyOCR=
ID 13: JSON=7, EasyOCR=
ID 14: JSON=시유정, EasyOCR=시유점
ID 15: JSON=두나연, EasyOCR=두나연


=== 이미지: IMG_OCR_6_F_0031911.png ===
ID 1: JSON=순성진, EasyOCR=순 성기
ID 2: JSON=738986-0017695, EasyOCR=738986-00(769)'
ID 3: JSON=791-8673-0791, EasyOCR=7791-8673-0791
ID 4: JSON=부산광역시, EasyOCR=부산광역
ID 5: JSON=영동군, EasyOCR=영동 군
ID 6: JSON=왕창리, EasyOCR=왕창리
ID 7: JSON=990, EasyOCR=990
ID 8: JSON=스베트아이들병원, EasyOCR=스 (트아이들 병 원
ID 9: JSON=2965.10.2, EasyOCR=2965,10,2
ID 10: JSON=복청, EasyOCR=복청
ID 11: JSON=0164.7.4, EasyOCR=0/6474
ID 12: JSON=717, EasyOCR=70)
ID 13: JSON=0454.1.3, EasyOCR=04541 ,3
ID 14: JSON=6415.3.24, EasyOCR=6 415,3,24
ID 15: JSON=8316, EasyOCR=83 (6
ID 16: JSON=1, EasyOCR=
ID 17: JSON=25, EasyOCR=25
ID 18: JSON=변소연, EasyOCR=변소연


=== 이미지: IMG_OCR_6_F_0032014.png ===
ID 1: JSON=5214266468944, EasyOCR=52  4266468944
ID 2: JSON=사망보험, EasyOCR=사망보험
ID 3: JSON=오소영, EasyOCR=오소영
ID 4: JSON=6901.1.31, EasyOCR=6901 ' 1. 30
ID 5: JSON=강산, EasyOCR=강산
ID 6: JSON=248212-11-661405, EasyOCR=248212-11 -661405
ID 7: JSON=553-6917-7412, EasyOCR=553-69/7-7412
ID 8: JSON=자녀, EasyOCR=자녀
ID 9: JSON=갈동주, EasyOCR=갈동주
ID 10: JSON=340-5684-7519, EasyOCR=340-5684- 7519
ID 11: JSON=7304, EasyOCR=7364
ID 12: JSON=2, EasyOCR=2
ID 13: JSON=31, EasyOCR=3
ID 14: JSON=추규림, EasyOCR=주규림
ID 15: JSON=모라임, EasyOCR=모라임


=== 이미지: IMG_OCR_6_F_0032114.png ===
ID 1: JSON=5173166436889, EasyOCR=5/n3 66436889
ID 2: JSON=당뇨보험, EasyOCR=당 쇼 보험
ID 3: JSON=난찬, EasyOCR=난 찬
ID 4: JSON=8293.6.16, EasyOCR=8293.6.16
ID 5: JSON=두리, EasyOCR=두리
ID 6: JSON=385201-38-649524, EasyOCR=385201-38- 649524
ID 7: JSON=274-9303-4346, EasyOCR=2h4-9303 4346
ID 8: JSON=시조모, EasyOCR=시조모
ID 9: JSON=우기쁨, EasyOCR=우기쁨
ID 10: JSON=221-4284-8265, EasyOCR=221 ~4234 -82 65
ID 11: JSON=1531, EasyOCR=[53[
ID 12: JSON=5, EasyOCR=5
ID 13: JSON=23, EasyOCR=23
ID 14: JSON=맹준후, EasyOCR=댐준후
ID 15: JSON=서민희, EasyOCR=서민의


=== 이미지: IMG_OCR_6_F_0032314.png ===
ID 1: JSON=0342098647450, EasyOCR=0342098647450
ID 2: JSON=해상보험, EasyOCR=해 상보럼
ID 3: JSON=민예진, EasyOCR=민예진
ID 4: JSON=7823.5.13, EasyOCR=7 823. $.13
ID 5: JSON=무궁, EasyOCR=무궁
ID 6: JSON=274123-89-863297, EasyOCR=2 74 ( 23-69-6632P7
ID 7: JSON=167-7405-2114, EasyOCR=167-7405-21 1 냐
ID 8: JSON=시조모, EasyOCR=시조모
ID 9: JSON=삼소원, EasyOCR=상 소원
ID 10: JSON=666-1251-7017, EasyOCR=666-1251-701 7
ID 11: JSON=9230, EasyOCR=9230
ID 12: JSON=11, EasyOCR=
ID 13: JSON=14, EasyOCR=(4
ID 14: JSON=지한비, EasyOCR=치한 비
ID 15: JSON=망절진아, EasyOCR=망곁 진아


=== 이미지: IMG_OCR_6_F_0032711.png ===
ID 1: JSON=수하준, EasyOCR=수하준
ID 2: JSON=805354-1021712, EasyOCR=805354-1021712
ID 3: JSON=394-2920-2717, EasyOCR=394 - 2920-2717
ID 4: JSON=경기도, EasyOCR=경기도
ID 5: JSON=함평군, EasyOCR=항L 군
ID 6: JSON=갈매동, EasyOCR=갈매 동
ID 7: JSON=976, EasyOCR=976
ID 8: JSON=남강병원, EasyOCR=남강 병원
ID 9: JSON=3868.2.9, EasyOCR=3868.2 드
ID 10: JSON=바텐병, EasyOCR=바켓병
ID 11: JSON=0570.1.20, EasyOCR=0570. [.20
ID 12: JSON=749, EasyOCR=749
ID 13: JSON=4954.12.17, EasyOCR=49 54.( 2. 17
ID 14: JSON=4159.6.22, EasyOCR=41 59. 6 22
ID 15: JSON=4595, EasyOCR=4595
ID 16: JSON=1, EasyOCR=
ID 17: JSON=31, EasyOCR=3
ID 18: JSON=창영자, EasyOCR=창영자


=== 이미지: IMG_OCR_6_F_0033114.png ===
ID 1: JSON=8565817370481, EasyOCR=PS658 12 3704P(
ID 2: JSON=치매간병보험, EasyOCR=치애간 병보청
ID 3: JSON=탁서한, EasyOCR=달서 한
ID 4: JSON=2898.8.2, EasyOCR=28야.:
ID 5: JSON=무궁, EasyOCR=궁
ID 6: JSON=649071-08-020218, EasyOCR=649072) - 68: 020218
ID 7: JSON=495-8547-7954, EasyOCR=495 -8542-2954
ID 8: JSON=시누이, EasyOCR=시 느 이
ID 9: JSON=임민율, EasyOCR=일인물
ID 10: JSON=818-3300-3420, EasyOCR=P /0 -} } 00 3420
ID 11: JSON=6193, EasyOCR=6/다3
ID 12: JSON=5, EasyOCR=5
ID 13: JSON=22, EasyOCR=22
ID 14: JSON=기효진, EasyOCR=기i진
ID 15: JSON=황목진, EasyOCR=환 목친


=== 이미지: IMG_OCR_6_F_0034211.png ===
ID 1: JSON=아은수, EasyOCR=아은수
ID 2: JSON=392557-1526613, EasyOCR=392557-1526613
ID 3: JSON=388-1752-0035, EasyOCR=388-[752 - 0935
ID 4: JSON=인천광역시, EasyOCR=인천 광역시
ID 5: JSON=무안군, EasyOCR=무안군
ID 6: JSON=연평리, EasyOCR=연 평리
ID 7: JSON=601, EasyOCR=661
ID 8: JSON=즈메히디병원, EasyOCR=조메하디넣원
ID 9: JSON=2737.9.18, EasyOCR=2737.9. 18
ID 10: JSON=치수염, EasyOCR=치수염
ID 11: JSON=2993.5.9, EasyOCR=2993.5.9
ID 12: JSON=601, EasyOCR=bol
ID 13: JSON=4157.7.17, EasyOCR=4157.7./7
ID 14: JSON=6993.2.8, EasyOCR=6993.2.8
ID 15: JSON=3560, EasyOCR=8560
ID 16: JSON=10, EasyOCR=1o
ID 17: JSON=1, EasyOCR=
ID 18: JSON=좌봄, EasyOCR=좌봄


=== 이미지: IMG_OCR_6_F_0034214.png ===
ID 1: JSON=7094835412218, EasyOCR=7094835412218
ID 2: JSON=상해보험, EasyOCR=상해 보험
ID 3: JSON=서주호, EasyOCR=서주호
ID 4: JSON=아리, EasyOCR=아리
ID 5: JSON=415543-50-707458, EasyOCR=415543-50-707458
ID 6: JSON=705-2613-3225, EasyOCR=765-2613-3225
ID 7: JSON=부, EasyOCR=부
ID 8: JSON=피하이, EasyOCR=피하이
ID 9: JSON=981-3605-3266, EasyOCR=981 3605-3166
ID 10: JSON=2556, EasyOCR=그556
ID 11: JSON=5, EasyOCR=5
ID 12: JSON=29, EasyOCR=
ID 13: JSON=지유경, EasyOCR=지유경
ID 14: JSON=단영현, EasyOCR=단영 현


=== 이미지: IMG_OCR_6_F_0034311.png ===
ID 1: JSON=표채민, EasyOCR=표재민
ID 2: JSON=842760-3365340, EasyOCR=842760-3365340
ID 3: JSON=778-0010-9632, EasyOCR=778-00(0-9632
ID 4: JSON=전라북도, EasyOCR=전라북도
ID 5: JSON=영천시, EasyOCR=영천시
ID 6: JSON=견지동, EasyOCR=견지동
ID 7: JSON=752, EasyOCR=752
ID 8: JSON=라마이비인후과의원, EasyOCR=라마이니인후과의원
ID 9: JSON=4792.12.15, EasyOCR=4792 . 1 2 ( 5
ID 10: JSON=골괴사, EasyOCR=골과사
ID 11: JSON=0621.5.4, EasyOCR=0621. 5. 4
ID 12: JSON=991, EasyOCR=99
ID 13: JSON=1053.8.28, EasyOCR=[053.8.28
ID 14: JSON=4971.1.28, EasyOCR=497 |  (.28
ID 15: JSON=2741, EasyOCR=274|
ID 16: JSON=12, EasyOCR=[ 2
ID 17: JSON=30, EasyOCR=30
ID 18: JSON=남궁주성, EasyOCR=남궁주성


=== 이미지: IMG_OCR_6_F_0035414.png ===
ID 1: JSON=0990226534460, EasyOCR=790 2260 $ 44 66
ID 2: JSON=손해보험, EasyOCR=손 해 보 천
ID 3: JSON=돈민채, EasyOCR=돈 헌 채
ID 4: JSON=5045.2.26, EasyOCR=5645 226
ID 5: JSON=나라, EasyOCR=나라
ID 6: JSON=000-9225-1744, EasyOCR=0 00 - 925 - ) 7 44
ID 7: JSON=손녀, EasyOCR=손 녀
ID 8: JSON=제의찬, EasyOCR=제의 끈
ID 9: JSON=853-1158-3408, EasyOCR=8 63 - 1 1 58 -3 40 8
ID 10: JSON=0550, EasyOCR=
ID 11: JSON=7, EasyOCR=
ID 12: JSON=24, EasyOCR=24
ID 13: JSON=한우림, EasyOCR=한무 검
ID 14: JSON=복가율, EasyOCR=부 가을


=== 이미지: IMG_OCR_6_F_0036314.png ===
ID 1: JSON=7459408344819, EasyOCR=745 9 408 3 448 79
ID 2: JSON=치아보험, EasyOCR=치아 보
ID 3: JSON=간한서, EasyOCR=간한 서
ID 4: JSON=3830.9.30, EasyOCR=3 830 30
ID 5: JSON=다운, EasyOCR=다운
ID 6: JSON=159456-95-692725, EasyOCR=1 5945 6 95 -692725
ID 7: JSON=277-1128-3845, EasyOCR=2 77-772 8-3 845
ID 8: JSON=처제, EasyOCR=처 제
ID 9: JSON=방민채, EasyOCR=바민채
ID 10: JSON=789-8422-6600, EasyOCR=7 89-842 2-6 600
ID 11: JSON=5014, EasyOCR=5 0 7 4
ID 12: JSON=11, EasyOCR=
ID 13: JSON=29, EasyOCR=2 9
ID 14: JSON=아이현, EasyOCR=아이 여
ID 15: JSON=교유호, EasyOCR=교유 오


=== 이미지: IMG_OCR_6_F_0037011.png ===
ID 1: JSON=란나윤, EasyOCR=라나운
ID 2: JSON=364907-7195337, EasyOCR=36 407-71 95337
ID 3: JSON=791-9344-7564, EasyOCR=0 91-9344-7564
ID 4: JSON=경상남도, EasyOCR=경상감도
ID 5: JSON=과천시, EasyOCR=과천
ID 6: JSON=수리리, EasyOCR=수리리
ID 7: JSON=344, EasyOCR=3 나4
ID 8: JSON=나한여성아이병원, EasyOCR=나한어성 아이 병원
ID 9: JSON=3416.2.18, EasyOCR=3416.2 18
ID 10: JSON=탯줄혈종, EasyOCR=랫줄 열중
ID 11: JSON=246, EasyOCR=U6
ID 12: JSON=0897.9.1, EasyOCR=0897. 9.1
ID 13: JSON=5921.11.11, EasyOCR=5921 .( (
ID 14: JSON=7471, EasyOCR=047
ID 15: JSON=11, EasyOCR=
ID 16: JSON=7, EasyOCR=
ID 17: JSON=마이한, EasyOCR=마 이한


=== 이미지: IMG_OCR_6_F_0037314.png ===
ID 1: JSON=4521751105865, EasyOCR=45277577 05865
ID 2: JSON=저축보험, EasyOCR=저축보험
ID 3: JSON=임지희, EasyOCR=임지리
ID 4: JSON=2403.1.31, EasyOCR=2403 737
ID 5: JSON=두리, EasyOCR=
ID 6: JSON=800474-76-934884, EasyOCR=800474-76-934884
ID 7: JSON=576-1555-9182, EasyOCR=576-7555-97 82
ID 8: JSON=손자, EasyOCR=손자
ID 9: JSON=차지수, EasyOCR=차지
ID 10: JSON=042-4591-9559, EasyOCR=042-4597-9559
ID 11: JSON=0496, EasyOCR=0496
ID 12: JSON=4, EasyOCR=
ID 13: JSON=23, EasyOCR=23
ID 14: JSON=자유겸, EasyOCR=가유점
ID 15: JSON=심다혜, EasyOCR=심다혜


=== 이미지: IMG_OCR_6_F_0037414.png ===
ID 1: JSON=9011660347250, EasyOCR=901 7660347250
ID 2: JSON=상해보험, EasyOCR=상해 보험
ID 3: JSON=편영빈, EasyOCR=펴 영반
ID 4: JSON=3893.1.31, EasyOCR=3893.7.37
ID 5: JSON=시민, EasyOCR=시민
ID 6: JSON=668493-03-179831, EasyOCR=668493-03-779837
ID 7: JSON=443-9434-3931, EasyOCR=443-94343937
ID 8: JSON=고조모, EasyOCR=고조모
ID 9: JSON=창관우, EasyOCR=창관우
ID 10: JSON=235-1403-3769, EasyOCR=235-7403-3769
ID 11: JSON=8255, EasyOCR=8255
ID 12: JSON=10, EasyOCR=7 0
ID 13: JSON=8, EasyOCR=8
ID 14: JSON=은하이, EasyOCR=은 하이
ID 15: JSON=무나예, EasyOCR=나여


=== 이미지: IMG_OCR_6_F_0038314.png ===
ID 1: JSON=7935834493935, EasyOCR=79 35834493935
ID 2: JSON=치매간병보험, EasyOCR=치대간 병보험
ID 3: JSON=송지오, EasyOCR=승지오
ID 4: JSON=0229.8.2, EasyOCR=0 229 8.2
ID 5: JSON=아리, EasyOCR=아리
ID 6: JSON=356251-88-3823878, EasyOCR=356251 -8 -3923878
ID 7: JSON=674-7609-6462, EasyOCR=674 -7609-6462
ID 8: JSON=자, EasyOCR=자
ID 9: JSON=완결, EasyOCR=완결
ID 10: JSON=946-4893-3529, EasyOCR=946-4893-3529
ID 11: JSON=9962, EasyOCR=9962
ID 12: JSON=1, EasyOCR=
ID 13: JSON=30, EasyOCR=30
ID 14: JSON=풍루리, EasyOCR=풍루리
ID 15: JSON=안동후, EasyOCR=안동후


=== 이미지: IMG_OCR_6_F_0038411.png ===
ID 1: JSON=호지은, EasyOCR=한지은
ID 2: JSON=259034-9590402, EasyOCR=290 34 -9590402
ID 3: JSON=244-1699-6150, EasyOCR=리UC -1699 6150
ID 4: JSON=울산광역시, EasyOCR=울산 광이시
ID 5: JSON=성동구, EasyOCR=[갈
ID 6: JSON=웅소성리, EasyOCR=흐4(리
ID 7: JSON=568, EasyOCR=(68
ID 8: JSON=림한대학교성심병원, EasyOCR=뿐한대학교 K4 벼원
ID 9: JSON=홍역, EasyOCR=홍
ID 10: JSON=5053.4.8, EasyOCR=5053.4.8
ID 11: JSON=075, EasyOCR=onS
ID 12: JSON=6659.10.28, EasyOCR=6659 (0. 28
ID 13: JSON=4453.8.13, EasyOCR=C(S 3 , 8 (3
ID 14: JSON=6904, EasyOCR=66904
ID 15: JSON=10, EasyOCR=(0
ID 16: JSON=26, EasyOCR=2b
ID 17: JSON=서문재빈, EasyOCR=서문재 비


=== 이미지: IMG_OCR_6_F_0038811.png ===
ID 1: JSON=단제인, EasyOCR=단제인
ID 2: JSON=414711-5464278, EasyOCR=4147 ( 1-5464278
ID 3: JSON=544-0172-1080, EasyOCR=5440172-1080
ID 4: JSON=인천광역시, EasyOCR=인천광역시
ID 5: JSON=전주시, EasyOCR=전주시
ID 6: JSON=효자동, EasyOCR=효자동
ID 7: JSON=428, EasyOCR=428
ID 8: JSON=산맘부아동병원, EasyOCR=산망부아동영원
ID 9: JSON=1165.5.7, EasyOCR=165.57
ID 10: JSON=수척수증, EasyOCR=수척수증
ID 11: JSON=9055.1.10, EasyOCR=9055. ( (0
ID 12: JSON=935, EasyOCR=935
ID 13: JSON=2202.12.10, EasyOCR=2202 (2 (0
ID 14: JSON=1264.3.24, EasyOCR=1264.3.24
ID 15: JSON=4758, EasyOCR=4258
ID 16: JSON=3, EasyOCR=3
ID 17: JSON=6, EasyOCR=
ID 18: JSON=정안나, EasyOCR=정안나


=== 이미지: IMG_OCR_6_F_0038911.png ===
ID 1: JSON=소강준, EasyOCR=소강준
ID 2: JSON=200830-7272904, EasyOCR=2008 30-7272904
ID 3: JSON=312-7053-0141, EasyOCR=3 2-7053- 이41
ID 4: JSON=서울특별시, EasyOCR=서울 특별시
ID 5: JSON=경주시, EasyOCR=경주시
ID 6: JSON=갈사리, EasyOCR=갈사리
ID 7: JSON=443, EasyOCR=443
ID 8: JSON=른푸이비인후과의원, EasyOCR=흔푸이비 인후과의원
ID 9: JSON=3604.5.14, EasyOCR=3604 5, 14
ID 10: JSON=내반무지, EasyOCR=내반무지
ID 11: JSON=3314.7.16, EasyOCR=33 (4 7, 16
ID 12: JSON=090, EasyOCR=090
ID 13: JSON=6883.1.27, EasyOCR=6883. 27
ID 14: JSON=0281.6.31, EasyOCR=028 |. 6.3
ID 15: JSON=9622, EasyOCR=9622
ID 16: JSON=10, EasyOCR=[0
ID 17: JSON=6, EasyOCR=
ID 18: JSON=어금승언, EasyOCR=어금승인


=== 이미지: IMG_OCR_6_F_0039511.png ===
ID 1: JSON=하시형, EasyOCR=하시형
ID 2: JSON=500910-7809876, EasyOCR=5009 | 0-780987 6
ID 3: JSON=488-1360-6324, EasyOCR=488-1360-6324
ID 4: JSON=충청북도, EasyOCR=춤 청북도
ID 5: JSON=하동군, EasyOCR=하동 군
ID 6: JSON=실안동, EasyOCR=실 안동
ID 7: JSON=863, EasyOCR=863
ID 8: JSON=울아서동병원, EasyOCR=울 아 서동 병원
ID 9: JSON=2085.6.21, EasyOCR=2085.6. 21
ID 10: JSON=요도협착, EasyOCR=요도협작
ID 11: JSON=6338.10.19, EasyOCR=6338 | 0 ( 9
ID 12: JSON=644, EasyOCR=644
ID 13: JSON=9105.2.23, EasyOCR=9(052.23
ID 14: JSON=9242.6.14, EasyOCR=9242.6. | 4
ID 15: JSON=4730, EasyOCR=4730
ID 16: JSON=5, EasyOCR=5
ID 17: JSON=9, EasyOCR=
ID 18: JSON=천상욱, EasyOCR=천상육


=== 이미지: IMG_OCR_6_F_0039611.png ===
ID 1: JSON=순준기, EasyOCR=손   군기
ID 2: JSON=659527-1350841, EasyOCR=65P527 - 135084
ID 3: JSON=757-9593-7653, EasyOCR=75)- P593-7653
ID 4: JSON=대전광역시, EasyOCR=대전 광 역시
ID 5: JSON=광명시, EasyOCR=광 명
ID 6: JSON=연죽리, EasyOCR=년 죽리
ID 7: JSON=128, EasyOCR=128
ID 8: JSON=이아퍼스트아동병원, EasyOCR=이아퍼스트 아동병원
ID 9: JSON=6002.3.5, EasyOCR=6607 35
ID 10: JSON=9238.7.7, EasyOCR=9738 2 )
ID 11: JSON=596, EasyOCR=5P6
ID 12: JSON=9199.7.3, EasyOCR=P129. 7 . h
ID 13: JSON=8450.5.10, EasyOCR=8450.5,| 0
ID 14: JSON=0070, EasyOCR=0070
ID 15: JSON=4, EasyOCR=
ID 16: JSON=6, EasyOCR=6
ID 17: JSON=비선율, EasyOCR=비선올


=== 이미지: IMG_OCR_6_F_0041611.png ===
ID 1: JSON=사정희, EasyOCR=사 정리
ID 2: JSON=457065-0518653, EasyOCR=45 )065- 05 1 8653
ID 3: JSON=688-0747-9832, EasyOCR=6 85-0? 4)-98 32
ID 4: JSON=강원도, EasyOCR=강원
ID 5: JSON=함평군, EasyOCR=함 평균
ID 6: JSON=삼용리, EasyOCR=삼 용리
ID 7: JSON=564, EasyOCR=50 4
ID 8: JSON=포목의원, EasyOCR=포 욕 의원
ID 9: JSON=5690.4.19, EasyOCR=5 69 0 , 4 | 9
ID 10: JSON=골수염, EasyOCR=쇼 0
ID 11: JSON=9933.4.4, EasyOCR=99 33. 4 4
ID 12: JSON=159, EasyOCR=1 59
ID 13: JSON=6868.9.3, EasyOCR=6 8 f 8.9.3
ID 14: JSON=0855.7.21, EasyOCR=0 8 5 5, >.)1
ID 15: JSON=2186, EasyOCR=2 ( 86
ID 16: JSON=5, EasyOCR=5
ID 17: JSON=25, EasyOCR=25
ID 18: JSON=필주형, EasyOCR=필주 형


=== 이미지: IMG_OCR_6_F_0041614.png ===
ID 1: JSON=0496068203891, EasyOCR=0 496 0 6 83 0 389
ID 2: JSON=보장성보험, EasyOCR=북 장 성 보험
ID 3: JSON=오영주, EasyOCR=주
ID 4: JSON=2879.7.17, EasyOCR=2 879. ? . 17
ID 5: JSON=행운, EasyOCR=행
ID 6: JSON=806634-12-042103, EasyOCR=306 6 34-12-04)1 03
ID 7: JSON=488-3600-6611, EasyOCR=488-5600-66 ( (
ID 8: JSON=장인, EasyOCR=장인
ID 9: JSON=방지율, EasyOCR=방 지 울
ID 10: JSON=145-6400-2570, EasyOCR=145-6 400-25 ) 0
ID 11: JSON=3259, EasyOCR=3 259
ID 12: JSON=11, EasyOCR=
ID 13: JSON=30, EasyOCR=30
ID 14: JSON=소동규, EasyOCR=소동
ID 15: JSON=진민결, EasyOCR=진민 결


=== 이미지: IMG_OCR_6_F_0042011.png ===
ID 1: JSON=동방동준, EasyOCR=독 방동즌
ID 2: JSON=485361-0537343, EasyOCR=48 536 | - 0537343
ID 3: JSON=050-3931-5128, EasyOCR=050-393 1-5128
ID 4: JSON=전라북도, EasyOCR=전라불도
ID 5: JSON=강화군, EasyOCR=감 화군
ID 6: JSON=저산리, EasyOCR=저산 리
ID 7: JSON=662, EasyOCR=6 6
ID 8: JSON=산익병원, EasyOCR=산이 병원
ID 9: JSON=6783.9.7, EasyOCR=67 83. 97
ID 10: JSON=외음낭, EasyOCR=외음 낭
ID 11: JSON=7014.2.10, EasyOCR=7014 .2/0
ID 12: JSON=029, EasyOCR=0z
ID 13: JSON=9874.3.31, EasyOCR=967V. 3.3
ID 14: JSON=8575.12.12, EasyOCR=8575./2.12
ID 15: JSON=8645, EasyOCR=864f
ID 16: JSON=12, EasyOCR=
ID 17: JSON=27, EasyOCR=27
ID 18: JSON=궁건율, EasyOCR=중건물


=== 이미지: IMG_OCR_6_F_0042911.png ===
ID 1: JSON=아해윤, EasyOCR=아해운
ID 2: JSON=756798-7972688, EasyOCR=756799-7972688
ID 3: JSON=352-7681-3944, EasyOCR=352-7687-3944
ID 4: JSON=연수구, EasyOCR=01 수 구
ID 5: JSON=부산동, EasyOCR=부산동
ID 6: JSON=890, EasyOCR=890
ID 7: JSON=일삼병원, EasyOCR=일상병원
ID 8: JSON=7356.4.10, EasyOCR=7356.4,7 0
ID 9: JSON=음성장애, EasyOCR=음성장애
ID 10: JSON=1341.1.19, EasyOCR=7347 7. 79
ID 11: JSON=865, EasyOCR=805
ID 12: JSON=9020.5.20, EasyOCR=9020 5 20
ID 13: JSON=7629.8.19, EasyOCR=7629,8.79
ID 14: JSON=5125, EasyOCR=572 5
ID 15: JSON=4, EasyOCR=
ID 16: JSON=13, EasyOCR=19
ID 17: JSON=봉동원, EasyOCR=봉동원


=== 이미지: IMG_OCR_6_F_0043611.png ===
ID 1: JSON=독고영순, EasyOCR=독고영순
ID 2: JSON=전라남도, EasyOCR=전리 남도
ID 3: JSON=의왕시, EasyOCR=의와시
ID 4: JSON=손지리, EasyOCR=소지리
ID 5: JSON=221, EasyOCR=22
ID 6: JSON=발해서울아동병원, EasyOCR=근 동병원 박해서울야 `
